time	V(3)	V(6)
5.253547111873937e-003	9.980193e-001	1.098399e+001
5.263312736873937e-003	9.947805e-001	1.095597e+001
5.273078361873937e-003	9.877945e-001	1.088670e+001
5.282843986873937e-003	9.770877e-001	1.077644e+001
5.292609611873936e-003	9.627004e-001	1.062560e+001
5.302375236873936e-003	9.446868e-001	1.043477e+001
5.312140861873936e-003	9.231145e-001	1.020465e+001
5.321906486873936e-003	8.980649e-001	9.936108e+000
5.331672111873935e-003	8.696322e-001	9.630161e+000
5.341437736873935e-003	8.379234e-001	9.287960e+000
5.351203361873935e-003	8.030578e-001	8.910793e+000
5.360968986873935e-003	7.651668e-001	8.500080e+000
5.370734611873935e-003	7.243928e-001	8.057366e+000
5.380500236873934e-003	6.808895e-001	7.584320e+000
5.390265861873934e-003	6.348204e-001	7.082721e+000
5.400031486873934e-003	5.863590e-001	6.554458e+000
5.409797111873934e-003	5.356877e-001	6.001522e+000
5.419562736873934e-003	4.829973e-001	5.425996e+000
5.429328361873933e-003	4.284859e-001	4.830051e+000
5.439093986873933e-003	3.723589e-001	4.215936e+000
5.458625236873933e-003	2.561081e-001	2.942563e+000
5.468390861873933e-003	1.964220e-001	2.288176e+000
5.478156486873932e-003	1.359937e-001	1.625453e+000
5.487922111873932e-003	7.505144e-002	9.577156e-001
5.497687736873932e-003	1.383083e-002	2.955439e-001
5.503988415423411e-003	-2.573163e-002	-1.308146e-001
5.507586658308849e-003	-4.832503e-002	-3.842341e-001
5.511985835601454e-003	-7.591210e-002	-6.983607e-001
5.516613523624525e-003	-1.048602e-001	-1.020622e+000
5.522344620299286e-003	-1.405457e-001	-1.414889e+000
5.532110245299286e-003	-2.008947e-001	-2.080953e+000
5.541875870299286e-003	-2.605401e-001	-2.739181e+000
5.561407120299285e-003	-3.766766e-001	-4.021843e+000
5.580938370299285e-003	-4.871594e-001	-5.243826e+000
5.600469620299284e-003	-5.903267e-001	-6.386917e+000
5.620000870299284e-003	-6.846269e-001	-7.433959e+000
5.639532120299284e-003	-7.686415e-001	-8.369217e+000
5.659063370299283e-003	-8.411070e-001	-9.178635e+000
5.678594620299283e-003	-9.009333e-001	-9.850044e+000
5.698125870299282e-003	-9.472207e-001	-1.037335e+001
5.717657120299282e-003	-9.792729e-001	-1.074070e+001
5.737188370299282e-003	-9.966079e-001	-1.094655e+001
5.756719620299281e-003	-9.989649e-001	-1.098783e+001
5.776250870299281e-003	-9.863085e-001	-1.086389e+001
