Freq.	V(b)
3.09029543251356e+003	(-9.18901928960802e-001dB,-2.58929782666199e+001°)
3.16227766016835e+003	(-9.57759317910329e-001dB,-2.64149424906589e+001°)
3.23593656929625e+003	(-9.98078773663723e-001dB,-2.69442183235791e+001°)
3.31131121482588e+003	(-1.03990102977097e+000dB,-2.74807250219900e+001°)
3.38844156139199e+003	(-1.08326688597568e+000dB,-2.80243706665478e+001°)
3.46736850452528e+003	(-1.12821712303901e+000dB,-2.85750519020344e+001°)
3.54813389233572e+003	(-1.17479241301260e+000dB,-2.91326537069519e+001°)
3.63078054770097e+003	(-1.22303322517985e+000dB,-2.96970491958093e+001°)
3.71535229097168e+003	(-1.27297972793584e+000dB,-3.02680994572417e+001°)
3.80189396320557e+003	(-1.32467168692810e+000dB,-3.08456534310408e+001°)
3.89045144994276e+003	(-1.37814835983404e+000dB,-3.14295478270661e+001°)
3.98107170553493e+003	(-1.43344838820322e+000dB,-3.20196070888620e+001°)
4.07380277804108e+003	(-1.49060968684521e+000dB,-3.26156434046134e+001°)
4.16869383470331e+003	(-1.54966933129455e+000dB,-3.32174567678443e+001°)
4.26579518801588e+003	(-1.61066344393231e+000dB,-3.38248350899841e+001°)
4.36515832240161e+003	(-1.67362707938899e+000dB,-3.44375543666094e+001°)
4.46683592150958e+003	(-1.73859410989431e+000dB,-3.50553788988104e+001°)
4.57088189614870e+003	(-1.80559711127480e+000dB,-3.56780615707286e+001°)
4.67735141287193e+003	(-1.87466725033011e+000dB,-3.63053441838837e+001°)
4.78630092322633e+003	(-1.94583417434171e+000dB,-3.69369578484346e+001°)
4.89778819368441e+003	(-2.01912590348276e+000dB,-3.75726234310344e+001°)
5.01187233627267e+003	(-2.09456872690522e+000dB,-3.82120520584206e+001°)
5.12861383991359e+003	(-2.17218710327819e+000dB,-3.88549456753589e+001°)
5.24807460249767e+003	(-2.25200356654075e+000dB,-3.95009976550233e+001°)
5.37031796370247e+003	(-2.33403863761166e+000dB,-4.01498934593659e+001°)
5.49540873857618e+003	(-2.41831074276851e+000dB,-4.08013113465034e+001°)
5.62341325190343e+003	(-2.50483613936900e+000dB,-4.14549231216477e+001°)
5.75439937337150e+003	(-2.59362884953832e+000dB,-4.21103949276253e+001°)
5.88843655355582e+003	(-2.68470060238859e+000dB,-4.27673880705885e+001°)
6.02559586074351e+003	(-2.77806078527092e+000dB,-4.34255598761202e+001°)
6.16595001861475e+003	(-2.87371640448684e+000dB,-4.40845645705818e+001°)
6.30957344480186e+003	(-2.97167205580686e+000dB,-4.47440541822561e+001°)
6.45654229034648e+003	(-3.07192990505865e+000dB,-4.54036794566074e+001°)
6.60693448007588e+003	(-3.17448967895875e+000dB,-4.60630907798074e+001°)
6.76082975391974e+003	(-3.27934866627015e+000dB,-4.67219391045809e+001°)
6.91830970918928e+003	(-3.38650172927527e+000dB,-4.73798768723948e+001°)
7.07945784384129e+003	(-3.49594132546148e+000dB,-4.80365589260597e+001°)
7.24435960074981e+003	(-3.60765753922497e+000dB,-4.86916434069256e+001°)
7.41310241300908e+003	(-3.72163812331111e+000dB,-4.93447926310399e+001°)
7.58577575029174e+003	(-3.83786854962530e+000dB,-4.99956739388803e+001°)
7.76247116628682e+003	(-3.95633206897041e+000dB,-5.06439605135878e+001°)
7.94328234724272e+003	(-4.07700977919500e+000dB,-5.12893321629865e+001°)
8.12830516164089e+003	(-4.19988070117264e+000dB,-5.19314760610875e+001°)
8.31763771102661e+003	(-4.32492186197650e+000dB,-5.25700874452306e+001°)
8.51138038202366e+003	(-4.45210838456700e+000dB,-5.32048702654963e+001°)
8.70963589956070e+003	(-4.58141358327234e+000dB,-5.38355377835363e+001°)
8.91250938133734e+003	(-4.71280906431392e+000dB,-5.44618131184905e+001°)
9.12010839355898e+003	(-4.84626483061037e+000dB,-5.50834297381957e+001°)
9.33254300796979e+003	(-4.98174939008477e+000dB,-5.57001318944203e+001°)
9.54992586021424e+003	(-5.11922986669997e+000dB,-5.63116750013862e+001°)
9.77237220955798e+003	(-5.25867211345585e+000dB,-5.69178259573459e+001°)
9.99999999999987e+003	(-5.40004082659943e+000dB,-5.75183634094699e+001°)
1.02329299228074e+004	(-5.54329966032288e+000dB,-5.81130779627610e+001°)
1.04712854805089e+004	(-5.68841134125619e+000dB,-5.87017723341348e+001°)
1.07151930523759e+004	(-5.83533778209739e+000dB,-5.92842614531993e+001°)
1.09647819614317e+004	(-5.98404019376568e+000dB,-5.98603725116180e+001°)
1.12201845430195e+004	(-6.13447919550822e+000dB,-6.04299449632442e+001°)
1.14815362149687e+004	(-6.28661492244042e+000dB,-6.09928304774894e+001°)
1.17489755493951e+004	(-6.44040713005057e+000dB,-6.15488928486026e+001°)
1.20226443461740e+004	(-6.59581529525232e+000dB,-6.20980078637233e+001°)
1.23026877081237e+004	(-6.75279871362126e+000dB,-6.26400631327048e+001°)
1.25892541179415e+004	(-6.91131659250515e+000dB,-6.31749578828033e+001°)
1.28824955169312e+004	(-7.07132813974892e+000dB,-6.37026027213864e+001°)
1.31825673855639e+004	(-7.23279264782648e+000dB,-6.42229193698353e+001°)
1.34896288259164e+004	(-7.39566957321978e+000dB,-6.47358403718089e+001°)
1.38038426460287e+004	(-7.55991861093207e+000dB,-6.52413087789927e+001°)
1.41253754462274e+004	(-7.72549976406549e+000dB,-6.57392778173911e+001°)
1.44543977074591e+004	(-7.89237340843384e+000dB,-6.62297105371311e+001°)
1.47910838816819e+004	(-8.06050035221848e+000dB,-6.67125794486333e+001°)
1.51356124843619e+004	(-8.22984189070946e+000dB,-6.71878661478799e+001°)
1.54881661891246e+004	(-8.40035985620416e+000dB,-6.76555609333684e+001°)
1.58489319246109e+004	(-8.57201666316298e+000dB,-6.81156624171864e+001°)
1.62181009735891e+004	(-8.74477534874537e+000dB,-6.85681771324859e+001°)
1.65958690743754e+004	(-8.91859960886959e+000dB,-6.90131191394684e+001°)
1.69824365246172e+004	(-9.09345382995703e+000dB,-6.94505096318267e+001°)
1.73780082874935e+004	(-9.26930311653602e+000dB,-6.98803765454192e+001°)
1.77827941003890e+004	(-9.44611331489119e+000dB,-7.03027541707877e+001°)
1.81970085860996e+004	(-9.62385103295324e+000dB,-7.07176827709647e+001°)
1.86208713666284e+004	(-9.80248365663007e+000dB,-7.11252082058559e+001°)
1.90546071796322e+004	(-9.98197936278412e+000dB,-7.15253815643312e+001°)
1.94984459975802e+004	(-1.01623071290624e+001dB,-7.19182588050097e+001°)
1.99526231496885e+004	(-1.03434367407865e+001dB,-7.23039004065813e+001°)
2.04173794466950e+004	(-1.05253387951065e+001dB,-7.26823710283803e+001°)
2.08929613085401e+004	(-1.07079847026225e+001dB,-7.30537391817952e+001°)
2.13796208950220e+004	(-1.08913466866704e+001dB,-7.34180769129909e+001°)
2.18776162394952e+004	(-1.10753977804646e+001dB,-7.37754594973054e+001°)
2.23872113856831e+004	(-1.12601118222845e+001dB,-7.41259651455891e+001°)
2.29086765276774e+004	(-1.14454634488847e+001dB,-7.44696747226641e+001°)
2.34422881531989e+004	(-1.16314280872995e+001dB,-7.48066714779963e+001°)
2.39883291901946e+004	(-1.18179819452084e+001dB,-7.51370407886049e+001°)
2.45470891568500e+004	(-1.20051020000162e+001dB,-7.54608699141631e+001°)
2.51188643150954e+004	(-1.21927659867979e+001dB,-7.57782477641871e+001°)
2.57039578276883e+004	(-1.23809523852465e+001dB,-7.60892646771621e+001°)
2.63026799189534e+004	(-1.25696404057548e+001dB,-7.63940122114032e+001°)
2.69153480392688e+004	(-1.27588099747548e+001dB,-7.66925829474172e+001°)
2.75422870333813e+004	(-1.29484417194270e+001dB,-7.69850703014928e+001°)
2.81838293126441e+004	(-1.31385169518888e+001dB,-7.72715683502240e+001°)
2.88403150312656e+004	(-1.33290176529579e+001dB,-7.75521716656444e+001°)
2.95120922666634e+004	(-1.35199264555821e+001dB,-7.78269751606361e+001°)
3.01995172040197e+004	(-1.37112266280203e+001dB,-7.80960739442604e+001°)
3.09029543251354e+004	(-1.39029020568491e+001dB,-7.83595631866465e+001°)
3.16227766016833e+004	(-1.40949372298664e+001dB,-7.86175379930708e+001°)
3.23593656929623e+004	(-1.42873172189544e+001dB,-7.88700932868498e+001°)
3.31131121482586e+004	(-1.44800276629599e+001dB,-7.91173237006745e+001°)
3.38844156139197e+004	(-1.46730547506428e+001dB,-7.93593234760086e+001°)
3.46736850452526e+004	(-1.48663852037403e+001dB,-7.95961863701799e+001°)
3.54813389233570e+004	(-1.50600062601865e+001dB,-7.98280055707978e+001°)
3.63078054770096e+004	(-1.52539056575258e+001dB,-8.00548736171340e+001°)
3.71535229097167e+004	(-1.54480716165506e+001dB,-8.02768823281131e+001°)
3.80189396320555e+004	(-1.56424928251929e+001dB,-8.04941227365670e+001°)
3.89045144994275e+004	(-1.58371584226925e+001dB,-8.07066850294160e+001°)
3.98107170553491e+004	(-1.60320579840656e+001dB,-8.09146584934500e+001°)
4.07380277804107e+004	(-1.62271815048879e+001dB,-8.11181314663934e+001°)
4.16869383470329e+004	(-1.64225193864102e+001dB,-8.13171912929475e+001°)
4.26579518801586e+004	(-1.66180624210168e+001dB,-8.15119242855175e+001°)
4.36515832240159e+004	(-1.68138017780372e+001dB,-8.17024156893397e+001°)
4.46683592150956e+004	(-1.70097289899185e+001dB,-8.18887496517378e+001°)
4.57088189614868e+004	(-1.72058359387634e+001dB,-8.20710091952488e+001°)
4.67735141287191e+004	(-1.74021148432385e+001dB,-8.22492761943699e+001°)
4.78630092322631e+004	(-1.75985582458536e+001dB,-8.24236313556879e+001°)
4.89778819368439e+004	(-1.77951590006143e+001dB,-8.25941542011674e+001°)
5.01187233627264e+004	(-1.79919102610444e+001dB,-8.27609230543804e+001°)
5.12861383991357e+004	(-1.81888054685800e+001dB,-8.29240150294749e+001°)
5.24807460249764e+004	(-1.83858383413277e+001dB,-8.30835060226868e+001°)
5.37031796370244e+004	(-1.85830028631877e+001dB,-8.32394707062131e+001°)
5.49540873857616e+004	(-1.87802932733330e+001dB,-8.33919825242710e+001°)
5.62341325190340e+004	(-1.89777040560427e+001dB,-8.35411136911801e+001°)
5.75439937337148e+004	(-1.91752299308802e+001dB,-8.36869351913103e+001°)
5.88843655355580e+004	(-1.93728658432134e+001dB,-8.38295167807514e+001°)
6.02559586074348e+004	(-1.95706069550662e+001dB,-8.39689269905639e+001°)
6.16595001861472e+004	(-1.97684486362975e+001dB,-8.41052331314840e+001°)
6.30957344480183e+004	(-1.99663864560973e+001dB,-8.42385012999573e+001°)
6.45654229034645e+004	(-2.01644161747942e+001dB,-8.43687963853897e+001°)
6.60693448007586e+004	(-2.03625337359651e+001dB,-8.44961820785057e+001°)
6.76082975391971e+004	(-2.05607352588393e+001dB,-8.46207208807135e+001°)
6.91830970918925e+004	(-2.07590170309891e+001dB,-8.47424741143837e+001°)
7.07945784384127e+004	(-2.09573755012988e+001dB,-8.48615019339507e+001°)
7.24435960074979e+004	(-2.11558072732028e+001dB,-8.49778633377569e+001°)
7.41310241300906e+004	(-2.13543090981857e+001dB,-8.50916161805595e+001°)
7.58577575029172e+004	(-2.15528778695364e+001dB,-8.52028171866305e+001°)
7.76247116628679e+004	(-2.17515106163464e+001dB,-8.53115219633808e+001°)
7.94328234724269e+004	(-2.19502044977467e+001dB,-8.54177850154462e+001°)
8.12830516164086e+004	(-2.21489567973730e+001dB,-8.55216597591784e+001°)
8.31763771102658e+004	(-2.23477649180536e+001dB,-8.56231985374845e+001°)
8.51138038202363e+004	(-2.25466263767107e+001dB,-8.57224526349664e+001°)
8.70963589956067e+004	(-2.27455387994681e+001dB,-8.58194722933139e+001°)
8.91250938133731e+004	(-2.29444999169587e+001dB,-8.59143067269061e+001°)
9.12010839355895e+004	(-2.31435075598237e+001dB,-8.60070041385836e+001°)
9.33254300796976e+004	(-2.33425596543964e+001dB,-8.60976117355529e+001°)
9.54992586021420e+004	(-2.35416542185653e+001dB,-8.61861757453898e+001°)
9.77237220955795e+004	(-2.37407893578075e+001dB,-8.62727414321099e+001°)
1.00000000000000e+005	(-2.39399632613883e+001dB,-8.63573531122774e+001°)
