time	V(a)	I(I1)
1.127348747224692e-005	-6.319892e-009	0.000000e+000
1.131536686544034e-005	-4.286450e-009	0.000000e+000
1.136570424040867e-005	-2.701797e-009	0.000000e+000
1.142173281603594e-005	-1.614633e-009	0.000000e+000
1.148931301372464e-005	-8.703397e-010	0.000000e+000
1.156694635780772e-005	-4.279521e-010	0.000000e+000
1.176454784095936e-005	-6.339549e-011	0.000000e+000
1.246454784095936e-005	-5.395325e-014	0.000000e+000
2.000000000000000e-005	0.000000e+000	0.000000e+000
2.000000214685826e-005	-2.144622e-004	2.146858e-003
2.000000644057480e-005	-6.431520e-004	6.440575e-003
2.000001025681207e-005	-1.023811e-003	1.025681e-002
2.000001466242614e-005	-1.462628e-003	1.466243e-002
2.000002347365427e-005	-2.338520e-003	2.347365e-002
2.000003587890320e-005	-3.568322e-003	3.587890e-002
2.000005070913834e-005	-5.033614e-003	5.070914e-002
2.000006429318712e-005	-6.370620e-003	6.429319e-002
2.000008054473585e-005	-7.963233e-003	8.054473e-002
2.000010036466939e-005	-9.895748e-003	1.003647e-001
2.000012567340625e-005	-1.234809e-002	1.256734e-001
2.000015689688006e-005	-1.535005e-002	1.568969e-001
2.000019633772538e-005	-1.910524e-002	1.963377e-001
2.000024526745884e-005	-2.370741e-002	2.452675e-001
2.000030691335454e-005	-2.941780e-002	3.069133e-001
2.000038381010992e-005	-3.640611e-002	3.838101e-001
2.000048069905649e-005	-4.500290e-002	4.806991e-001
2.000060219134623e-005	-5.546337e-002	6.021913e-001
2.000075566685017e-005	-6.830615e-002	7.556669e-001
2.000080632190001e-005	-7.242476e-002	8.063219e-001
2.000090763199970e-005	-8.044343e-002	9.076320e-001
2.000100000000000e-005	-8.763493e-002	1.000000e+000
2.000106465760021e-005	-7.973758e-002	9.353424e-001
2.000113855200045e-005	-7.091756e-002	8.614480e-001
2.000128634080092e-005	-5.391508e-002	7.136592e-001
2.000158191840188e-005	-2.128010e-002	4.180816e-001
2.000167446470749e-005	-1.151962e-002	3.255353e-001
2.000181490738879e-005	2.587720e-003	1.850926e-001
2.000200000000000e-005	2.066008e-002	0.000000e+000
2.000216658335009e-005	1.974369e-002	0.000000e+000
2.000233316670017e-005	1.886920e-002	0.000000e+000
2.000249975005026e-005	1.803664e-002	0.000000e+000
2.000266633340035e-005	1.724599e-002	0.000000e+000
2.000283291675043e-005	1.649725e-002	0.000000e+000
2.000299950010052e-005	1.579044e-002	0.000000e+000
2.000316608345060e-005	1.512553e-002	0.000000e+000
2.000435067616233e-005	1.099857e-002	0.000000e+000
2.000576966642735e-005	7.292247e-003	0.000000e+000
2.000712631055972e-005	4.809196e-003	0.000000e+000
2.000859370086339e-005	2.962822e-003	0.000000e+000
2.000991504488585e-005	1.812580e-003	0.000000e+000
2.001125957412776e-005	1.000935e-003	0.000000e+000
2.001247493706508e-005	4.752794e-004	0.000000e+000
2.001342369572145e-005	1.700270e-004	0.000000e+000
2.001409606243282e-005	2.789334e-006	0.000000e+000
2.001494181057402e-005	-1.643664e-004	0.000000e+000
2.001580960313025e-005	-2.982053e-004	0.000000e+000
2.001718051224038e-005	-4.539198e-004	0.000000e+000
2.001862736423195e-005	-5.665413e-004	0.000000e+000
2.002056819109626e-005	-6.591302e-004	0.000000e+000
2.002260746641873e-005	-7.119440e-004	0.000000e+000
2.002527828129338e-005	-7.405985e-004	0.000000e+000
2.002823407772940e-005	-7.456113e-004	0.000000e+000
2.003220042420315e-005	-7.323882e-004	0.000000e+000
2.005386376367204e-005	-6.073334e-004	0.000000e+000
2.007203645789219e-005	-5.174411e-004	0.000000e+000
2.010838184633250e-005	-3.748097e-004	0.000000e+000
2.015041498364564e-005	-2.532346e-004	0.000000e+000
2.019047409984155e-005	-1.735220e-004	0.000000e+000
2.023312370254463e-005	-1.160945e-004	0.000000e+000
2.027318203693586e-005	-7.945378e-005	0.000000e+000
2.031506727329859e-005	-5.354852e-005	0.000000e+000
2.035536808761932e-005	-3.659145e-005	0.000000e+000
2.039708776666437e-005	-2.469707e-005	0.000000e+000
2.043762811404703e-005	-1.683947e-005	0.000000e+000
2.047916435285962e-005	-1.138323e-005	0.000000e+000
2.051983768724052e-005	-7.752769e-006	0.000000e+000
2.056124693896347e-005	-5.246604e-006	0.000000e+000
2.060202488822185e-005	-3.570088e-006	0.000000e+000
2.064334706902799e-005	-2.417833e-006	0.000000e+000
2.068419786908641e-005	-1.644196e-006	0.000000e+000
2.072545730925591e-005	-1.114147e-006	0.000000e+000
2.076637706373037e-005	-7.571875e-007	0.000000e+000
2.080758360423198e-005	-5.133189e-007	0.000000e+000
2.084854559659402e-005	-3.487308e-007	0.000000e+000
2.088971419142023e-005	-2.364927e-007	0.000000e+000
2.093070778023876e-005	-1.606211e-007	0.000000e+000
2.097185001967327e-005	-1.089504e-007	0.000000e+000
2.101286593431556e-005	-7.398260e-008	0.000000e+000
2.105398925001848e-005	-5.019112e-008	0.000000e+000
2.109502101113372e-005	-3.407755e-008	0.000000e+000
2.113613092385319e-005	-2.312150e-008	0.000000e+000
2.117717396491202e-005	-1.569694e-008	0.000000e+000
2.121827436209554e-005	-1.065120e-008	0.000000e+000
2.125932540484483e-005	-7.230486e-009	0.000000e+000
2.130041905328421e-005	-4.929613e-009	0.000000e+000
2.134790838565093e-005	-3.185168e-009	0.000000e+000
2.140156193509849e-005	-1.945997e-009	0.000000e+000
2.146510614474575e-005	-1.087444e-009	0.000000e+000
2.153859194033863e-005	-5.552033e-010	0.000000e+000
2.172881143155418e-005	-9.134216e-011	0.000000e+000
3.000000000000000e-005	0.000000e+000	0.000000e+000
3.000000220000000e-005	-2.197666e-004	2.200000e-003
3.000000660000000e-005	-6.590535e-004	6.600000e-003
3.000001051085257e-005	-1.049132e-003	1.051085e-002
3.000001491656230e-005	-1.487930e-003	1.491656e-002
3.000002372798178e-005	-2.363781e-003	2.372798e-002
3.000003614091008e-005	-3.594259e-003	3.614091e-002
3.000005096595532e-005	-5.058936e-003	5.096595e-002
3.000006455479668e-005	-6.396311e-003	6.455480e-002
3.000008089908173e-005	-7.997872e-003	8.089908e-002
3.000010078499838e-005	-9.936615e-003	1.007850e-001
3.000012622492314e-005	-1.240134e-002	1.262249e-001
3.000015756250192e-005	-1.541376e-002	1.575625e-001
3.000019719357857e-005	-1.918627e-002	1.971936e-001
3.000024631634495e-005	-2.380538e-002	2.463163e-001
3.000030824925782e-005	-2.954047e-002	3.082493e-001
3.000038546495016e-005	-3.655488e-002	3.854649e-001
3.000048279858364e-005	-4.518665e-002	4.827986e-001
3.000060481474035e-005	-5.568540e-002	6.048148e-001
3.000075899716921e-005	-6.858107e-002	7.589971e-001
3.000080545398126e-005	-7.235933e-002	8.054540e-001
3.000089836760535e-005	-7.971674e-002	8.983676e-001
3.000100000000000e-005	-8.763497e-002	1.000000e+000
3.000107114267625e-005	-7.895570e-002	9.288573e-001
3.000115244859197e-005	-6.928457e-002	8.475514e-001
3.000131506042340e-005	-5.070873e-002	6.849396e-001
3.000164028408627e-005	-1.504374e-002	3.597159e-001
3.000167554924668e-005	-1.132983e-002	3.244508e-001
3.000174607956751e-005	-4.175587e-003	2.539204e-001
3.000185893935834e-005	6.999214e-003	1.410606e-001
3.000200000000000e-005	2.066246e-002	0.000000e+000
3.000225592430700e-005	1.928578e-002	0.000000e+000
3.000251184861401e-005	1.799380e-002	0.000000e+000
3.000276777292101e-005	1.678652e-002	0.000000e+000
3.000302369722802e-005	1.566395e-002	0.000000e+000
3.000327962153502e-005	1.462607e-002	0.000000e+000
3.000353554584203e-005	1.367291e-002	0.000000e+000
3.000379147014903e-005	1.280444e-002	0.000000e+000
3.000518508848873e-005	8.681434e-003	0.000000e+000
3.000659968746186e-005	5.661042e-003	0.000000e+000
3.000792603813384e-005	3.706604e-003	0.000000e+000
3.000934243651564e-005	2.263515e-003	0.000000e+000
3.001065520423542e-005	1.324849e-003	0.000000e+000
3.001182711074091e-005	7.293976e-004	0.000000e+000
3.001287708213598e-005	3.364822e-004	0.000000e+000
3.001373717008329e-005	8.911184e-005	0.000000e+000
3.001441225805268e-005	-6.582116e-005	0.000000e+000
3.001504640009874e-005	-1.823930e-004	0.000000e+000
3.001616400095526e-005	-3.429778e-004	0.000000e+000
3.001742780998596e-005	-4.760456e-004	0.000000e+000
3.001913721186185e-005	-5.955884e-004	0.000000e+000
3.002094557139347e-005	-6.718057e-004	0.000000e+000
3.002327195227310e-005	-7.220036e-004	0.000000e+000
3.002583460960151e-005	-7.432246e-004	0.000000e+000
3.002917605989410e-005	-7.436788e-004	0.000000e+000
3.003309276647376e-005	-7.280706e-004	0.000000e+000
